t,direccion,modelo,t_ny,hora_ny
2025-10-28 07:18:00+00:00,SELL,MEC-A,2025-10-28 03:18:00-04:00,3
2025-10-28 07:20:00+00:00,SELL,MEC-A,2025-10-28 03:20:00-04:00,3
2025-10-28 07:24:00+00:00,SELL,MEC-A,2025-10-28 03:24:00-04:00,3
2025-10-28 07:27:00+00:00,SELL,MEC-A,2025-10-28 03:27:00-04:00,3
2025-10-28 07:28:00+00:00,SELL,MEC-A,2025-10-28 03:28:00-04:00,3
2025-10-28 07:31:00+00:00,SELL,MEC-A,2025-10-28 03:31:00-04:00,3
2025-10-28 07:38:00+00:00,SELL,MEC-A,2025-10-28 03:38:00-04:00,3
2025-10-28 07:41:00+00:00,SELL,MEC-A,2025-10-28 03:41:00-04:00,3
2025-10-28 07:45:00+00:00,SELL,MEC-A,2025-10-28 03:45:00-04:00,3
2025-10-28 07:47:00+00:00,SELL,MEC-A,2025-10-28 03:47:00-04:00,3
2025-10-28 07:48:00+00:00,BUY,MEC-A,2025-10-28 03:48:00-04:00,3
2025-10-28 07:49:00+00:00,BUY,MEC-A,2025-10-28 03:49:00-04:00,3
2025-10-28 07:52:00+00:00,BUY,MEC-A,2025-10-28 03:52:00-04:00,3
2025-10-28 07:53:00+00:00,BUY,MEC-A,2025-10-28 03:53:00-04:00,3
2025-10-28 07:57:00+00:00,BUY,MEC-A,2025-10-28 03:57:00-04:00,3
2025-10-28 08:00:00+00:00,BUY,MEC-A,2025-10-28 04:00:00-04:00,4
2025-10-28 08:04:00+00:00,SELL,MEC-A,2025-10-28 04:04:00-04:00,4
2025-10-28 08:09:00+00:00,SELL,MEC-A,2025-10-28 04:09:00-04:00,4
2025-10-28 08:12:00+00:00,SELL,MEC-A,2025-10-28 04:12:00-04:00,4
2025-10-28 08:14:00+00:00,SELL,MEC-A,2025-10-28 04:14:00-04:00,4
2025-10-28 08:17:00+00:00,SELL,MEC-A,2025-10-28 04:17:00-04:00,4
2025-10-28 08:20:00+00:00,SELL,MEC-A,2025-10-28 04:20:00-04:00,4
2025-10-28 08:24:00+00:00,SELL,MEC-A,2025-10-28 04:24:00-04:00,4
2025-10-28 08:36:00+00:00,SELL,MEC-A,2025-10-28 04:36:00-04:00,4
2025-10-28 08:38:00+00:00,SELL,MEC-A,2025-10-28 04:38:00-04:00,4
2025-10-28 08:41:00+00:00,SELL,MEC-A,2025-10-28 04:41:00-04:00,4
2025-10-28 08:46:00+00:00,SELL,MEC-A,2025-10-28 04:46:00-04:00,4
2025-10-28 08:52:00+00:00,SELL,MEC-A,2025-10-28 04:52:00-04:00,4
2025-10-28 08:57:00+00:00,SELL,MEC-A,2025-10-28 04:57:00-04:00,4
2025-10-28 08:58:00+00:00,SELL,MEC-A,2025-10-28 04:58:00-04:00,4
2025-10-28 09:02:00+00:00,SELL,MEC-A,2025-10-28 05:02:00-04:00,5
2025-10-28 09:03:00+00:00,SELL,MEC-A,2025-10-28 05:03:00-04:00,5
2025-10-28 09:05:00+00:00,SELL,MEC-A,2025-10-28 05:05:00-04:00,5
2025-10-28 09:06:00+00:00,SELL,MEC-A,2025-10-28 05:06:00-04:00,5
2025-10-28 09:08:00+00:00,SELL,MEC-A,2025-10-28 05:08:00-04:00,5
2025-10-28 09:18:00+00:00,BUY,MEC-A,2025-10-28 05:18:00-04:00,5
2025-10-28 09:25:00+00:00,BUY,MEC-A,2025-10-28 05:25:00-04:00,5
2025-10-28 09:42:00+00:00,BUY,MEC-A,2025-10-28 05:42:00-04:00,5
2025-10-28 09:43:00+00:00,BUY,MEC-A,2025-10-28 05:43:00-04:00,5
2025-10-28 09:44:00+00:00,BUY,MEC-A,2025-10-28 05:44:00-04:00,5
2025-10-28 09:50:00+00:00,BUY,MEC-A,2025-10-28 05:50:00-04:00,5
2025-10-28 09:55:00+00:00,SELL,MEC-A,2025-10-28 05:55:00-04:00,5
2025-10-28 10:03:00+00:00,BUY,MEC-A,2025-10-28 06:03:00-04:00,6
2025-10-28 10:14:00+00:00,SELL,MEC-A,2025-10-28 06:14:00-04:00,6
2025-10-28 10:26:00+00:00,BUY,MEC-A,2025-10-28 06:26:00-04:00,6
2025-10-28 10:30:00+00:00,BUY,MEC-A,2025-10-28 06:30:00-04:00,6
2025-10-28 10:31:00+00:00,BUY,MEC-A,2025-10-28 06:31:00-04:00,6
2025-10-28 10:32:00+00:00,BUY,MEC-A,2025-10-28 06:32:00-04:00,6
2025-10-28 10:34:00+00:00,BUY,MEC-A,2025-10-28 06:34:00-04:00,6
2025-10-28 10:38:00+00:00,BUY,MEC-A,2025-10-28 06:38:00-04:00,6
2025-10-28 10:42:00+00:00,BUY,MEC-A,2025-10-28 06:42:00-04:00,6
2025-10-28 10:45:00+00:00,BUY,MEC-A,2025-10-28 06:45:00-04:00,6
2025-10-28 10:47:00+00:00,BUY,MEC-A,2025-10-28 06:47:00-04:00,6
2025-10-28 10:49:00+00:00,BUY,MEC-A,2025-10-28 06:49:00-04:00,6
2025-10-28 10:52:00+00:00,BUY,MEC-A,2025-10-28 06:52:00-04:00,6
2025-10-28 10:53:00+00:00,BUY,MEC-A,2025-10-28 06:53:00-04:00,6
2025-10-28 10:58:00+00:00,BUY,MEC-A,2025-10-28 06:58:00-04:00,6
2025-10-28 11:01:00+00:00,SELL,MEC-A,2025-10-28 07:01:00-04:00,7
2025-10-28 11:02:00+00:00,SELL,MEC-A,2025-10-28 07:02:00-04:00,7
2025-10-28 11:03:00+00:00,SELL,MEC-A,2025-10-28 07:03:00-04:00,7
2025-10-28 11:05:00+00:00,SELL,MEC-A,2025-10-28 07:05:00-04:00,7
2025-10-28 11:16:00+00:00,SELL,MEC-A,2025-10-28 07:16:00-04:00,7
2025-10-28 11:18:00+00:00,BUY,MEC-A,2025-10-28 07:18:00-04:00,7
2025-10-28 11:22:00+00:00,BUY,MEC-A,2025-10-28 07:22:00-04:00,7
2025-10-28 11:24:00+00:00,BUY,MEC-A,2025-10-28 07:24:00-04:00,7
2025-10-28 11:30:00+00:00,BUY,MEC-A,2025-10-28 07:30:00-04:00,7
2025-10-28 11:32:00+00:00,BUY,MEC-A,2025-10-28 07:32:00-04:00,7
2025-10-28 11:40:00+00:00,BUY,MEC-A,2025-10-28 07:40:00-04:00,7
2025-10-28 11:42:00+00:00,BUY,MEC-A,2025-10-28 07:42:00-04:00,7
2025-10-28 11:46:00+00:00,BUY,MEC-A,2025-10-28 07:46:00-04:00,7
2025-10-28 11:47:00+00:00,BUY,MEC-A,2025-10-28 07:47:00-04:00,7
2025-10-28 11:55:00+00:00,SELL,MEC-A,2025-10-28 07:55:00-04:00,7
2025-10-28 11:57:00+00:00,SELL,MEC-A,2025-10-28 07:57:00-04:00,7
2025-10-28 11:58:00+00:00,SELL,MEC-A,2025-10-28 07:58:00-04:00,7
2025-10-28 12:04:00+00:00,SELL,MEC-A,2025-10-28 08:04:00-04:00,8
2025-10-28 12:13:00+00:00,SELL,MEC-A,2025-10-28 08:13:00-04:00,8
2025-10-28 12:18:00+00:00,BUY,MEC-A,2025-10-28 08:18:00-04:00,8
2025-10-28 12:29:00+00:00,SELL,MEC-A,2025-10-28 08:29:00-04:00,8
2025-10-28 12:32:00+00:00,SELL,MEC-A,2025-10-28 08:32:00-04:00,8
2025-10-28 12:35:00+00:00,SELL,MEC-A,2025-10-28 08:35:00-04:00,8
2025-10-28 12:37:00+00:00,SELL,MEC-A,2025-10-28 08:37:00-04:00,8
2025-10-28 12:38:00+00:00,SELL,MEC-A,2025-10-28 08:38:00-04:00,8
2025-10-28 12:39:00+00:00,SELL,MEC-A,2025-10-28 08:39:00-04:00,8
2025-10-28 12:40:00+00:00,SELL,MEC-A,2025-10-28 08:40:00-04:00,8
2025-10-28 12:43:00+00:00,SELL,MEC-A,2025-10-28 08:43:00-04:00,8
2025-10-28 12:44:00+00:00,SELL,MEC-A,2025-10-28 08:44:00-04:00,8
2025-10-28 12:45:00+00:00,SELL,MEC-A,2025-10-28 08:45:00-04:00,8
2025-10-28 12:49:00+00:00,SELL,MEC-A,2025-10-28 08:49:00-04:00,8
2025-10-28 12:50:00+00:00,SELL,MEC-A,2025-10-28 08:50:00-04:00,8
2025-10-28 12:51:00+00:00,SELL,MEC-A,2025-10-28 08:51:00-04:00,8
2025-10-28 12:57:00+00:00,SELL,MEC-A,2025-10-28 08:57:00-04:00,8
2025-10-28 13:03:00+00:00,BUY,MEC-A,2025-10-28 09:03:00-04:00,9
2025-10-28 13:04:00+00:00,BUY,MEC-A,2025-10-28 09:04:00-04:00,9
2025-10-28 13:16:00+00:00,BUY,MEC-A,2025-10-28 09:16:00-04:00,9
2025-10-28 13:17:00+00:00,BUY,MEC-A,2025-10-28 09:17:00-04:00,9
2025-10-28 13:18:00+00:00,BUY,MEC-A,2025-10-28 09:18:00-04:00,9
2025-10-28 13:19:00+00:00,BUY,MEC-A,2025-10-28 09:19:00-04:00,9
2025-10-28 13:27:00+00:00,BUY,MEC-A,2025-10-28 09:27:00-04:00,9
2025-10-28 13:28:00+00:00,BUY,MEC-A,2025-10-28 09:28:00-04:00,9
2025-10-28 13:34:00+00:00,SELL,MEC-A,2025-10-28 09:34:00-04:00,9
2025-10-28 13:37:00+00:00,SELL,MEC-A,2025-10-28 09:37:00-04:00,9
2025-10-28 13:40:00+00:00,SELL,MEC-A,2025-10-28 09:40:00-04:00,9
2025-10-28 13:41:00+00:00,SELL,MEC-A,2025-10-28 09:41:00-04:00,9
2025-10-28 13:49:00+00:00,BUY,MEC-A,2025-10-28 09:49:00-04:00,9
2025-10-28 13:50:00+00:00,BUY,MEC-A,2025-10-28 09:50:00-04:00,9
2025-10-28 13:52:00+00:00,BUY,MEC-A,2025-10-28 09:52:00-04:00,9
2025-10-28 13:54:00+00:00,BUY,MEC-A,2025-10-28 09:54:00-04:00,9
2025-10-28 13:58:00+00:00,BUY,MEC-A,2025-10-28 09:58:00-04:00,9
2025-10-28 14:00:00+00:00,BUY,MEC-A,2025-10-28 10:00:00-04:00,10
2025-10-28 14:03:00+00:00,BUY,MEC-A,2025-10-28 10:03:00-04:00,10
2025-10-28 14:11:00+00:00,BUY,MEC-A,2025-10-28 10:11:00-04:00,10
2025-10-28 14:13:00+00:00,BUY,MEC-A,2025-10-28 10:13:00-04:00,10
2025-10-28 14:20:00+00:00,BUY,MEC-A,2025-10-28 10:20:00-04:00,10
2025-10-28 14:25:00+00:00,BUY,MEC-A,2025-10-28 10:25:00-04:00,10
2025-10-28 14:26:00+00:00,BUY,MEC-A,2025-10-28 10:26:00-04:00,10
2025-10-28 14:27:00+00:00,BUY,MEC-A,2025-10-28 10:27:00-04:00,10
2025-10-28 14:29:00+00:00,BUY,MEC-A,2025-10-28 10:29:00-04:00,10
2025-10-28 14:34:00+00:00,BUY,MEC-A,2025-10-28 10:34:00-04:00,10
2025-10-28 14:36:00+00:00,BUY,MEC-A,2025-10-28 10:36:00-04:00,10
2025-10-28 14:39:00+00:00,SELL,MEC-A,2025-10-28 10:39:00-04:00,10
2025-10-28 14:40:00+00:00,SELL,MEC-A,2025-10-28 10:40:00-04:00,10
2025-10-28 14:45:00+00:00,SELL,MEC-A,2025-10-28 10:45:00-04:00,10
2025-10-28 14:48:00+00:00,BUY,MEC-A,2025-10-28 10:48:00-04:00,10
2025-10-28 14:50:00+00:00,BUY,MEC-A,2025-10-28 10:50:00-04:00,10
2025-10-28 14:56:00+00:00,BUY,MEC-A,2025-10-28 10:56:00-04:00,10
2025-10-28 15:09:00+00:00,BUY,MEC-A,2025-10-28 11:09:00-04:00,11
2025-10-28 15:11:00+00:00,BUY,MEC-A,2025-10-28 11:11:00-04:00,11
2025-10-28 15:15:00+00:00,BUY,MEC-A,2025-10-28 11:15:00-04:00,11
2025-10-28 15:21:00+00:00,BUY,MEC-A,2025-10-28 11:21:00-04:00,11
2025-10-28 15:24:00+00:00,BUY,MEC-A,2025-10-28 11:24:00-04:00,11
2025-10-28 15:31:00+00:00,BUY,MEC-A,2025-10-28 11:31:00-04:00,11
2025-10-28 15:33:00+00:00,BUY,MEC-A,2025-10-28 11:33:00-04:00,11
2025-10-28 15:36:00+00:00,BUY,MEC-A,2025-10-28 11:36:00-04:00,11
2025-10-28 15:40:00+00:00,BUY,MEC-A,2025-10-28 11:40:00-04:00,11
2025-10-28 15:45:00+00:00,BUY,MEC-A,2025-10-28 11:45:00-04:00,11
2025-10-28 15:46:00+00:00,BUY,MEC-A,2025-10-28 11:46:00-04:00,11
2025-10-28 15:47:00+00:00,BUY,MEC-A,2025-10-28 11:47:00-04:00,11
2025-10-28 15:50:00+00:00,BUY,MEC-A,2025-10-28 11:50:00-04:00,11
2025-10-28 15:58:00+00:00,BUY,MEC-A,2025-10-28 11:58:00-04:00,11
2025-10-28 16:02:00+00:00,SELL,MEC-A,2025-10-28 12:02:00-04:00,12
2025-10-28 16:03:00+00:00,SELL,MEC-A,2025-10-28 12:03:00-04:00,12
2025-10-28 16:08:00+00:00,SELL,MEC-A,2025-10-28 12:08:00-04:00,12
2025-10-28 16:12:00+00:00,SELL,MEC-A,2025-10-28 12:12:00-04:00,12
2025-10-28 16:22:00+00:00,SELL,MEC-A,2025-10-28 12:22:00-04:00,12
2025-10-28 16:32:00+00:00,BUY,MEC-A,2025-10-28 12:32:00-04:00,12
2025-10-28 16:37:00+00:00,SELL,MEC-A,2025-10-28 12:37:00-04:00,12
2025-10-28 16:40:00+00:00,SELL,MEC-A,2025-10-28 12:40:00-04:00,12
2025-10-28 16:45:00+00:00,SELL,MEC-A,2025-10-28 12:45:00-04:00,12
2025-10-28 16:53:00+00:00,BUY,MEC-A,2025-10-28 12:53:00-04:00,12
2025-10-28 16:58:00+00:00,BUY,MEC-A,2025-10-28 12:58:00-04:00,12
2025-10-28 17:06:00+00:00,BUY,MEC-A,2025-10-28 13:06:00-04:00,13
2025-10-28 17:07:00+00:00,BUY,MEC-A,2025-10-28 13:07:00-04:00,13
2025-10-28 17:09:00+00:00,BUY,MEC-A,2025-10-28 13:09:00-04:00,13
2025-10-28 17:11:00+00:00,BUY,MEC-A,2025-10-28 13:11:00-04:00,13
2025-10-28 17:12:00+00:00,BUY,MEC-A,2025-10-28 13:12:00-04:00,13
2025-10-28 17:14:00+00:00,BUY,MEC-A,2025-10-28 13:14:00-04:00,13
2025-10-28 17:20:00+00:00,BUY,MEC-A,2025-10-28 13:20:00-04:00,13
2025-10-28 17:25:00+00:00,BUY,MEC-A,2025-10-28 13:25:00-04:00,13
2025-10-28 17:31:00+00:00,SELL,MEC-A,2025-10-28 13:31:00-04:00,13
2025-10-28 17:41:00+00:00,SELL,MEC-A,2025-10-28 13:41:00-04:00,13
2025-10-28 17:44:00+00:00,SELL,MEC-A,2025-10-28 13:44:00-04:00,13
2025-10-28 17:46:00+00:00,SELL,MEC-A,2025-10-28 13:46:00-04:00,13
2025-10-28 17:47:00+00:00,SELL,MEC-A,2025-10-28 13:47:00-04:00,13
2025-10-28 17:48:00+00:00,SELL,MEC-A,2025-10-28 13:48:00-04:00,13
2025-10-28 17:51:00+00:00,SELL,MEC-A,2025-10-28 13:51:00-04:00,13
2025-10-28 17:53:00+00:00,SELL,MEC-A,2025-10-28 13:53:00-04:00,13
2025-10-28 17:59:00+00:00,SELL,MEC-A,2025-10-28 13:59:00-04:00,13
2025-10-28 18:02:00+00:00,SELL,MEC-A,2025-10-28 14:02:00-04:00,14
2025-10-28 18:04:00+00:00,SELL,MEC-A,2025-10-28 14:04:00-04:00,14
2025-10-28 18:06:00+00:00,SELL,MEC-A,2025-10-28 14:06:00-04:00,14
2025-10-28 18:07:00+00:00,SELL,MEC-A,2025-10-28 14:07:00-04:00,14
2025-10-28 18:13:00+00:00,SELL,MEC-A,2025-10-28 14:13:00-04:00,14
2025-10-28 18:16:00+00:00,SELL,MEC-A,2025-10-28 14:16:00-04:00,14
2025-10-28 18:18:00+00:00,SELL,MEC-A,2025-10-28 14:18:00-04:00,14
2025-10-28 18:22:00+00:00,SELL,MEC-A,2025-10-28 14:22:00-04:00,14
2025-10-28 18:23:00+00:00,SELL,MEC-A,2025-10-28 14:23:00-04:00,14
2025-10-28 18:24:00+00:00,SELL,MEC-A,2025-10-28 14:24:00-04:00,14
2025-10-28 18:25:00+00:00,SELL,MEC-A,2025-10-28 14:25:00-04:00,14
2025-10-28 18:29:00+00:00,SELL,MEC-A,2025-10-28 14:29:00-04:00,14
2025-10-28 18:30:00+00:00,SELL,MEC-A,2025-10-28 14:30:00-04:00,14
2025-10-28 18:31:00+00:00,SELL,MEC-A,2025-10-28 14:31:00-04:00,14
2025-10-28 18:32:00+00:00,SELL,MEC-A,2025-10-28 14:32:00-04:00,14
2025-10-28 18:37:00+00:00,SELL,MEC-A,2025-10-28 14:37:00-04:00,14
2025-10-28 18:40:00+00:00,BUY,MEC-A,2025-10-28 14:40:00-04:00,14
2025-10-28 18:43:00+00:00,BUY,MEC-A,2025-10-28 14:43:00-04:00,14
2025-10-28 18:48:00+00:00,BUY,MEC-A,2025-10-28 14:48:00-04:00,14
2025-10-28 18:50:00+00:00,BUY,MEC-A,2025-10-28 14:50:00-04:00,14
2025-10-28 18:51:00+00:00,BUY,MEC-A,2025-10-28 14:51:00-04:00,14
2025-10-28 18:54:00+00:00,BUY,MEC-A,2025-10-28 14:54:00-04:00,14
2025-10-28 18:59:00+00:00,BUY,MEC-A,2025-10-28 14:59:00-04:00,14
2025-10-28 19:01:00+00:00,BUY,MEC-A,2025-10-28 15:01:00-04:00,15
2025-10-28 19:04:00+00:00,BUY,MEC-A,2025-10-28 15:04:00-04:00,15
2025-10-28 19:05:00+00:00,BUY,MEC-A,2025-10-28 15:05:00-04:00,15
2025-10-28 19:21:00+00:00,BUY,MEC-A,2025-10-28 15:21:00-04:00,15
2025-10-28 19:26:00+00:00,BUY,MEC-A,2025-10-28 15:26:00-04:00,15
2025-10-28 19:31:00+00:00,SELL,MEC-A,2025-10-28 15:31:00-04:00,15
2025-10-28 19:52:00+00:00,BUY,MEC-A,2025-10-28 15:52:00-04:00,15
2025-10-28 19:53:00+00:00,BUY,MEC-A,2025-10-28 15:53:00-04:00,15
2025-10-28 19:54:00+00:00,BUY,MEC-A,2025-10-28 15:54:00-04:00,15
2025-10-28 20:01:00+00:00,SELL,MEC-A,2025-10-28 16:01:00-04:00,16
2025-10-28 20:03:00+00:00,SELL,MEC-A,2025-10-28 16:03:00-04:00,16
2025-10-28 20:05:00+00:00,SELL,MEC-A,2025-10-28 16:05:00-04:00,16
2025-10-28 20:06:00+00:00,SELL,MEC-A,2025-10-28 16:06:00-04:00,16
2025-10-28 20:11:00+00:00,SELL,MEC-A,2025-10-28 16:11:00-04:00,16
2025-10-28 20:13:00+00:00,SELL,MEC-A,2025-10-28 16:13:00-04:00,16
2025-10-28 20:18:00+00:00,SELL,MEC-A,2025-10-28 16:18:00-04:00,16
2025-10-28 20:23:00+00:00,SELL,MEC-A,2025-10-28 16:23:00-04:00,16
2025-10-28 20:24:00+00:00,SELL,MEC-A,2025-10-28 16:24:00-04:00,16
2025-10-28 20:27:00+00:00,SELL,MEC-A,2025-10-28 16:27:00-04:00,16
2025-10-28 20:28:00+00:00,SELL,MEC-A,2025-10-28 16:28:00-04:00,16
2025-10-28 20:31:00+00:00,SELL,MEC-A,2025-10-28 16:31:00-04:00,16
2025-10-28 20:48:00+00:00,SELL,MEC-A,2025-10-28 16:48:00-04:00,16
2025-10-28 20:53:00+00:00,SELL,MEC-A,2025-10-28 16:53:00-04:00,16
2025-10-28 20:54:00+00:00,SELL,MEC-A,2025-10-28 16:54:00-04:00,16
2025-10-28 23:17:00+00:00,BUY,MEC-A,2025-10-28 19:17:00-04:00,19
2025-10-28 23:19:00+00:00,BUY,MEC-A,2025-10-28 19:19:00-04:00,19
2025-10-28 23:23:00+00:00,BUY,MEC-A,2025-10-28 19:23:00-04:00,19
2025-10-28 23:30:00+00:00,BUY,MEC-A,2025-10-28 19:30:00-04:00,19
2025-10-28 23:38:00+00:00,BUY,MEC-A,2025-10-28 19:38:00-04:00,19
2025-10-28 23:41:00+00:00,BUY,MEC-A,2025-10-28 19:41:00-04:00,19
2025-10-28 23:42:00+00:00,BUY,MEC-A,2025-10-28 19:42:00-04:00,19
2025-10-28 23:43:00+00:00,BUY,MEC-A,2025-10-28 19:43:00-04:00,19
2025-10-28 23:48:00+00:00,BUY,MEC-A,2025-10-28 19:48:00-04:00,19
2025-10-28 23:50:00+00:00,BUY,MEC-A,2025-10-28 19:50:00-04:00,19
2025-10-28 23:53:00+00:00,BUY,MEC-A,2025-10-28 19:53:00-04:00,19
2025-10-28 23:55:00+00:00,BUY,MEC-A,2025-10-28 19:55:00-04:00,19
2025-10-28 23:56:00+00:00,BUY,MEC-A,2025-10-28 19:56:00-04:00,19
2025-10-29 00:04:00+00:00,BUY,MEC-A,2025-10-28 20:04:00-04:00,20
2025-10-29 00:07:00+00:00,BUY,MEC-A,2025-10-28 20:07:00-04:00,20
2025-10-29 00:11:00+00:00,BUY,MEC-A,2025-10-28 20:11:00-04:00,20
2025-10-29 00:12:00+00:00,BUY,MEC-A,2025-10-28 20:12:00-04:00,20
2025-10-29 00:17:00+00:00,BUY,MEC-A,2025-10-28 20:17:00-04:00,20
2025-10-29 00:19:00+00:00,BUY,MEC-A,2025-10-28 20:19:00-04:00,20
2025-10-29 00:21:00+00:00,BUY,MEC-A,2025-10-28 20:21:00-04:00,20
2025-10-29 00:22:00+00:00,BUY,MEC-A,2025-10-28 20:22:00-04:00,20
2025-10-29 00:23:00+00:00,BUY,MEC-A,2025-10-28 20:23:00-04:00,20
2025-10-29 00:28:00+00:00,BUY,MEC-A,2025-10-28 20:28:00-04:00,20
2025-10-29 00:31:00+00:00,BUY,MEC-A,2025-10-28 20:31:00-04:00,20
2025-10-29 00:32:00+00:00,BUY,MEC-A,2025-10-28 20:32:00-04:00,20
2025-10-29 00:34:00+00:00,BUY,MEC-A,2025-10-28 20:34:00-04:00,20
2025-10-29 00:37:00+00:00,BUY,MEC-A,2025-10-28 20:37:00-04:00,20
2025-10-29 00:39:00+00:00,BUY,MEC-A,2025-10-28 20:39:00-04:00,20
2025-10-29 00:40:00+00:00,BUY,MEC-A,2025-10-28 20:40:00-04:00,20
2025-10-29 00:41:00+00:00,BUY,MEC-A,2025-10-28 20:41:00-04:00,20
2025-10-29 00:43:00+00:00,BUY,MEC-A,2025-10-28 20:43:00-04:00,20
2025-10-29 00:53:00+00:00,BUY,MEC-A,2025-10-28 20:53:00-04:00,20
2025-10-29 00:56:00+00:00,BUY,MEC-A,2025-10-28 20:56:00-04:00,20
2025-10-29 00:59:00+00:00,BUY,MEC-A,2025-10-28 20:59:00-04:00,20
2025-10-29 01:05:00+00:00,SELL,MEC-A,2025-10-28 21:05:00-04:00,21
2025-10-29 01:09:00+00:00,BUY,MEC-A,2025-10-28 21:09:00-04:00,21
2025-10-29 01:12:00+00:00,BUY,MEC-A,2025-10-28 21:12:00-04:00,21
2025-10-29 01:22:00+00:00,BUY,MEC-A,2025-10-28 21:22:00-04:00,21
2025-10-29 01:28:00+00:00,SELL,MEC-A,2025-10-28 21:28:00-04:00,21
2025-10-29 01:30:00+00:00,SELL,MEC-A,2025-10-28 21:30:00-04:00,21
2025-10-29 01:33:00+00:00,SELL,MEC-A,2025-10-28 21:33:00-04:00,21
2025-10-29 01:36:00+00:00,SELL,MEC-A,2025-10-28 21:36:00-04:00,21
2025-10-29 01:39:00+00:00,SELL,MEC-A,2025-10-28 21:39:00-04:00,21
2025-10-29 01:40:00+00:00,SELL,MEC-A,2025-10-28 21:40:00-04:00,21
2025-10-29 01:46:00+00:00,BUY,MEC-A,2025-10-28 21:46:00-04:00,21
2025-10-29 01:47:00+00:00,BUY,MEC-A,2025-10-28 21:47:00-04:00,21
2025-10-29 01:51:00+00:00,BUY,MEC-A,2025-10-28 21:51:00-04:00,21
2025-10-29 01:54:00+00:00,BUY,MEC-A,2025-10-28 21:54:00-04:00,21
2025-10-29 01:58:00+00:00,BUY,MEC-A,2025-10-28 21:58:00-04:00,21
2025-10-29 02:01:00+00:00,SELL,MEC-A,2025-10-28 22:01:00-04:00,22
2025-10-29 02:10:00+00:00,SELL,MEC-A,2025-10-28 22:10:00-04:00,22
2025-10-29 02:18:00+00:00,SELL,MEC-A,2025-10-28 22:18:00-04:00,22
2025-10-29 02:20:00+00:00,SELL,MEC-A,2025-10-28 22:20:00-04:00,22
2025-10-29 02:29:00+00:00,SELL,MEC-A,2025-10-28 22:29:00-04:00,22
2025-10-29 02:31:00+00:00,SELL,MEC-A,2025-10-28 22:31:00-04:00,22
2025-10-29 02:33:00+00:00,SELL,MEC-A,2025-10-28 22:33:00-04:00,22
2025-10-29 02:35:00+00:00,SELL,MEC-A,2025-10-28 22:35:00-04:00,22
2025-10-29 02:42:00+00:00,BUY,MEC-A,2025-10-28 22:42:00-04:00,22
2025-10-29 02:48:00+00:00,BUY,MEC-A,2025-10-28 22:48:00-04:00,22
2025-10-29 02:49:00+00:00,BUY,MEC-A,2025-10-28 22:49:00-04:00,22
2025-10-29 02:55:00+00:00,BUY,MEC-A,2025-10-28 22:55:00-04:00,22
2025-10-29 02:57:00+00:00,BUY,MEC-A,2025-10-28 22:57:00-04:00,22
2025-10-29 02:59:00+00:00,BUY,MEC-A,2025-10-28 22:59:00-04:00,22
2025-10-29 03:00:00+00:00,BUY,MEC-A,2025-10-28 23:00:00-04:00,23
2025-10-29 03:04:00+00:00,BUY,MEC-A,2025-10-28 23:04:00-04:00,23
2025-10-29 03:05:00+00:00,BUY,MEC-A,2025-10-28 23:05:00-04:00,23
2025-10-29 03:08:00+00:00,BUY,MEC-A,2025-10-28 23:08:00-04:00,23
2025-10-29 03:15:00+00:00,BUY,MEC-A,2025-10-28 23:15:00-04:00,23
2025-10-29 03:18:00+00:00,BUY,MEC-A,2025-10-28 23:18:00-04:00,23
2025-10-29 03:22:00+00:00,BUY,MEC-A,2025-10-28 23:22:00-04:00,23
2025-10-29 03:23:00+00:00,BUY,MEC-A,2025-10-28 23:23:00-04:00,23
2025-10-29 03:35:00+00:00,BUY,MEC-A,2025-10-28 23:35:00-04:00,23
2025-10-29 03:53:00+00:00,SELL,MEC-A,2025-10-28 23:53:00-04:00,23
2025-10-29 03:56:00+00:00,SELL,MEC-A,2025-10-28 23:56:00-04:00,23
2025-10-29 03:58:00+00:00,SELL,MEC-A,2025-10-28 23:58:00-04:00,23
2025-10-29 04:03:00+00:00,SELL,MEC-A,2025-10-29 00:03:00-04:00,0
2025-10-29 04:05:00+00:00,SELL,MEC-A,2025-10-29 00:05:00-04:00,0
2025-10-29 04:08:00+00:00,SELL,MEC-A,2025-10-29 00:08:00-04:00,0
2025-10-29 04:11:00+00:00,SELL,MEC-A,2025-10-29 00:11:00-04:00,0
2025-10-29 04:12:00+00:00,SELL,MEC-A,2025-10-29 00:12:00-04:00,0
2025-10-29 04:13:00+00:00,SELL,MEC-A,2025-10-29 00:13:00-04:00,0
2025-10-29 04:15:00+00:00,SELL,MEC-A,2025-10-29 00:15:00-04:00,0
2025-10-29 04:17:00+00:00,SELL,MEC-A,2025-10-29 00:17:00-04:00,0
2025-10-29 04:23:00+00:00,SELL,MEC-A,2025-10-29 00:23:00-04:00,0
2025-10-29 04:24:00+00:00,SELL,MEC-A,2025-10-29 00:24:00-04:00,0
2025-10-29 04:25:00+00:00,SELL,MEC-A,2025-10-29 00:25:00-04:00,0
2025-10-29 04:26:00+00:00,SELL,MEC-A,2025-10-29 00:26:00-04:00,0
2025-10-29 04:55:00+00:00,SELL,MEC-A,2025-10-29 00:55:00-04:00,0
2025-10-29 04:59:00+00:00,SELL,MEC-A,2025-10-29 00:59:00-04:00,0
