time,open,high,low,close,n_ticks
2026-08-18 15:18:00+00:00,4363.73,4364.0650000000005,4358.865,4358.865,437
2026-08-18 15:19:00+00:00,4358.88,4359.225,4355.275,4355.305,464
2026-08-18 15:20:00+00:00,4355.115,4356.344999999999,4352.735000000001,4354.88,490
2026-08-18 15:21:00+00:00,4354.985,4356.925,4352.264999999999,4355.1,495
2026-08-18 15:22:00+00:00,4355.075,4357.145,4353.515,4356.645,489
2026-08-18 15:23:00+00:00,4356.5599999999995,4356.745,4353.23,4355.82,439
2026-08-18 15:24:00+00:00,4355.88,4356.264999999999,4351.77,4354.450000000001,453
2026-08-18 15:25:00+00:00,4354.594999999999,4357.705,4353.17,4356.945,444
2026-08-18 15:26:00+00:00,4356.96,4357.5650000000005,4354.175,4356.515,434
2026-08-18 15:27:00+00:00,4356.610000000001,4356.9400000000005,4354.01,4356.645,374
2026-08-18 15:28:00+00:00,4356.5650000000005,4359.17,4355.879999999999,4357.885,368
2026-08-18 15:29:00+00:00,4357.905,4360.93,4354.785,4355.15,499
2026-08-18 15:30:00+00:00,4355.014999999999,4357.195,4354.675,4357.065,464
2026-08-18 15:31:00+00:00,4357.0599999999995,4362.225,4356.32,4357.9,511
2026-08-18 15:32:00+00:00,4358.16,4361.0650000000005,4356.5,4356.9,414
2026-08-18 15:33:00+00:00,4356.969999999999,4359.105,4356.74,4358.205,329
2026-08-18 15:34:00+00:00,4358.05,4362.264999999999,4357.530000000001,4359.905000000001,385
2026-08-18 15:35:00+00:00,4359.975,4360.705,4359.02,4360.21,408
2026-08-18 15:36:00+00:00,4360.32,4360.82,4356.865,4358.555,410
2026-08-18 15:37:00+00:00,4358.6849999999995,4359.98,4356.8,4358.28,352
2026-08-18 15:38:00+00:00,4358.2,4362.0,4358.2,4361.26,348
2026-08-18 15:39:00+00:00,4361.535,4362.4400000000005,4360.8150000000005,4361.299999999999,326
2026-08-18 15:40:00+00:00,4361.48,4362.1900000000005,4359.545,4361.094999999999,374
2026-08-18 15:41:00+00:00,4361.139999999999,4361.915,4359.535,4361.095,329
